prefix	input_text	target_text
Data	وَأَنْتُمْ مُكَمَّلُونَ فِيهِ. فَهُوَ رَأْسُ كُلِّ رِئَاسَةٍ وَسُلْطَةٍ؛	ⲉⲧⲉ ⳿ⲛⲑⲟϥ ⲡⲉ ⳿ⲧⲁⲫⲉ ⳿ⲛⲁⲣⲭⲏ ⲛⲓⲃⲉⲛ ⲛⲉⲙ ⲉⲝⲟⲩⲥⲓⲁ ⲛⲓⲃⲉⲛ.
Data	فَالرُّوحُ نَفْسُهُ يَشْهَدُ مَعَ أَرْوَاحِنَا بِأَنَّنَا أَوْلاَدُ اللهِ.	ⲟⲩⲟϩ ⳿ⲛⲑⲟϥ ⲡⲓⲡ͞ⲛⲁ̅ ⳿ϥⲉⲣⲙⲉⲑⲣⲉ ⲛⲉⲙ ⲡⲉⲛⲡ͞ⲛⲁ̅ ϫⲉ ⳿ⲁⲛⲟⲛ ϩⲁⲛϣⲏⲣⲓ ⳿ⲛⲧⲉ ⲫϯ.
Data	وَلَيْسَ هُنَالِكَ مَخْلُوقٌ وَاحِدٌ مَحْجُوبٌ عَنْ نَظَرِ اللهِ، بَلْ كُلُّ شَيْءٍ عُرْيَانٌ وَمَكْشُوفٌ أَمَامَ عَيْنَيْهِ، هُوَ الَّذِي سَنُؤَدِّي لَهُ حِسَاباً.	ⲟⲩⲟϩ ⳿ⲙⲙⲟⲛ ⳿ϩⲗⲓ ⳿ⲛⲥⲱⲛⲧ ϩⲏⲡ ⳿ⲙⲡⲉϥ⳿ⲙⲑⲟ ⲥⲉⲃⲏϣ ⲇⲉ ⳿ⲉⲃⲟⲗ ⲧⲏⲣⲟⲩ ⲟⲩⲟϩ ⲥⲉⲟⲓ ⳿ⲛϫⲁⲣⲁⲃ ⲛⲁϩⲃⲓ ⳿ⲙⲡⲉ⳿ⲙⲑⲟ ⳿ⲛⲛⲉϥⲃⲁⲗ ⲫⲁⲓ ⲉⲧⲉ ⲡⲓⲥⲁϫⲓ ⲫⲉϩ ⲛⲁⲛ ⳿ⲉⲣⲟϥ.
Data	أَمَّا بُطْرُسُ فَوَقَفَ بِالْبَابِ خَارِجاً. فَخَرَجَ التِّلْمِيذُ الآخَرُ الَّذِي كَانَ رَئِيسُ الْكَهَنَةِ يَعْرِفُهُ، وَكَلَّمَ الْبَوَّابَةَ فَأَدْخَلَ بُطْرُسَ.	ⲡⲉⲧⲣⲟⲥ ⲛⲁϥⲟϩⲓ ⳿ⲉⲣⲁⲧϥ ⲥⲁⲃⲟⲗ ϧⲁⲧⲉⲛ ⲡⲓⲣⲟ ⲁϥ⳿ⲓ ⲟⲩⲛ ⳿ⲛϫⲉ ⲡⲓⲙⲁⲑⲏⲧⲏⲥ ⲫⲏ ⳿ⲉⲛⲁϥⲟⲓ ⳿ⲛⲣⲉⲙⲥⲱⲟⲩⲛ ⳿ⲉⲡⲓⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲁϥⲥⲁϫⲓ ⲛⲉⲙ ϯⲉⲙⲛⲟⲩⲧ ⲟⲩⲟϩ ⲁϥ⳿ⲓⲛⲓ ⳿ⲙⲡⲉⲧⲣⲟⲥ ⳿ⲉϧⲟⲩⲛ.
Data	قُومُوا لِنَذْهَبَ. هَا قَدِ اقْتَرَبَ الَّذِي يُسَلِّمُنِي!»	ⲧⲉⲛ ⲑⲏⲛⲟⲩ ⲙⲁⲣⲟⲛ ϩⲏⲡⲡⲉ ⲁϥϧⲱⲛⲧ ⳿ⲛϫⲉ ⲫⲏⲉⲑⲛⲁⲧⲏⲓⲧ.
Data	يَتَّفِقُونَ فِيهَا بِرَأْيٍ وَاحِدٍ أَنْ يُعْطُوا الْوَحْشَ قُوَّتَهُمْ وَسُلْطَتَهُمْ.	ⲟⲩⲟⲛ ⳿ⲛⲧⲉ ⲛⲁⲓ ⳿ⲛⲟⲩ⳿ⲅⲛⲱⲙⲏ ⳿ⲛⲟⲩⲱⲧ ⳿ⲙⲙⲁⲩ ⲛⲉⲙ ⲟⲩⲉⲣϣⲓϣⲓ ⲧⲟⲩϫⲟⲙ ⲥⲉⲛⲁⲧⲏⲓⲥ ⳿ⲙⲡⲓⲑⲏⲣⲓⲟⲛ.
Data	انْقَضَى الْوَيْلُ الثَّانِي، وَهَا هُوَ الثَّالِثُ يَأْتِي سَرِيعاً!	ⲡⲓⲟⲩⲟⲓ ⳿ⲙⲙⲁϩⲃ̅ ⲁϥⲥⲓⲛⲓ ⲟⲩⲟϩ ϩⲏⲡⲡⲉ ⲓⲥ ⲡⲓⲟⲩⲟⲓ ⳿ⲙⲙⲁϩⲅ̅ ⳿ϥⲛⲏⲟⲩ ⳿ⲛⲭⲱⲗⲉⲙ.
Data	5.	5.
Data	فَإِنَّنَا لأَجْلِ هَذَا نَعْمَلُ بِاجْتِهَادٍ وَنُقَاسِي التَّعْيِيرَ، لأَنَّنَا وَضَعْنَا رَجَاءَنَا فِي اللهِ الْحَيِّ، حَافِظِ جَمِيعِ النَّاسِ، وَبِالأَخَصِّ الْمُؤْمِنِينَ.	ⲉⲑⲃⲉⲫⲁⲓ ⲅⲁⲣ ⲧⲉⲛϧⲟⲥⲓ ⲟⲩⲟϩ ⲥⲉϯ ϣⲱϣ ⲛⲁⲛ ϫⲉ ⲁⲛⲉⲣϩⲉⲗⲡⲓⲥ ⳿ⲉⲫϯ ⲉⲧⲟⲛϧ ⲉⲧⲉ ⳿ⲡⲥⲱⲧⲏⲣ ⳿ⲛⲣⲱⲙⲓ ⲛⲓⲃⲉⲛ ⲙⲁⲗⲓⲥⲧⲁ ⲛⲓⲡⲓⲥⲧⲟⲥ.
Data	وَاقْتَادَنِي مُرَافِقِيَّ بِيَدِي حَتَّى أَوْصَلُونِي إِلَى دِمَشْقَ، لأَنِّي لَمْ أَكُنْ أُبْصِرُ بِسَبَبِ شِدَّةِ ذَلِكَ النُّورِ الْبَاهِرِ.	ⲁⲥϣⲱⲡⲓ ⲇⲉ ⳿ⲛϯⲛⲁⲩ ⳿ⲙⲃⲟⲗ ⲁⲛ ⳿ⲛⲧⲉⲛ ⳿ⲡ⳿ⲱⲟⲩ ⳿ⲙⲡⲓⲟⲩⲱⲓⲛⲓ ⳿ⲉⲧⲉ⳿⳿ⲙⲙⲁⲩ ⲁⲩ⳿ⲁⲙⲟⲛⲓ ⲇⲉ ⳿ⲛⲧⲁϫⲓϫ ⳿ⲛϫⲉ ⲛⲏⲉⲑⲛⲉⲙⲏⲓ ⲁⲓ⳿ⲓ ⳿ⲉⲆⲁⲙⲁⲥⲕⲟⲥ
Data	لَسْتُ أَعْنِي أَنَّ كَلِمَةَ اللهِ قَدْ خَابَتْ. إِذْ لَيْسَ جَمِيعُ بَنِي إِسْرَائِيلَ هُمْ إِسْرَائِيلُ؛	ⲡⲁⲓⲣⲏϯ ⲇⲉ ⳿ⲙⲡⲉ ⲡⲓⲥⲁϫⲓ ⳿ⲛⲧⲉ ⲫϯ ϩⲉⲓ ⳿ⲉⲃⲟⲗ ⲟⲩ ⲅⲁⲣ ⲟⲩⲟⲛ ⲛⲓⲃⲉⲛ ⲁⲛ ⲉⲧⲉ ⳿ⲉⲃⲟⲗ ϧⲉⲛ ⳿ⲡⲓⲥ̅ⲗ̅ ⲛⲁⲓ ⲛⲉ ⳿ⲡⲓⲥ̅ⲗ̅.
Data	فَأَبْحَرْنَا مِنْ مِينَاءِ تَرُوَاسَ إِلَى جَزِيرَةِ سَامُوثْرَاكِي. وَفِي الْيَوْمِ التَّالِي تَابَعْنَا السَّفَرَ إِلَى مِينَاءِ نِيَابُولِيسَ،	ⲉⲧⲁⲛ⳿ⲓ ⲇⲉ ⳿ⲉⲃⲟⲗϧⲉⲛ ⳿ⲧⲣⲱⲁⲥ ⲁⲛϣⲉ ⳿ⲛⲭⲱⲗⲉⲙ ⳿ⲉⲥⲁⲙⲟⲑⲣⲁⲕⲏⲡⲉϥⲣⲁⲥϯ ⲇⲉ ⲁⲛ⳿ⲓ ⳿ⲉ⳿ϩⲣⲏⲓ ⳿⳿ⲉⲛⲉⲁⲡⲟⲗⲓⲥ ..
Data	وَنَزَلَ الطُّوفَانُ وَهُمْ لاَهُونَ فَأَخَذَ الْجَمِيعَ. هَكَذَا سَتَكُونُ الْحَالُ عِنْدَ رُجُوعِ ابْنِ الإِنْسَانِ:	ⲟⲩⲟϩ ⳿ⲙⲡⲟⲩ⳿ⲉⲙⲓ ϣⲁⲧⲉϥ⳿ⲓ ⳿ⲛϫⲉ ⲡⲓⲕⲁⲧⲁ⳿ⲕⲗⲩⲥⲙⲟⲥ ⲟⲩⲟϩ ⳿ⲛⲧⲉϥⲉⲗ ⲟⲩⲟⲛ ⲛⲓⲃⲉⲛ ⲡⲁⲓⲣⲏϯ ⲡⲉⲑⲛⲁϣⲱⲡⲓ ϧⲉⲛ ⳿ⲡϫⲓⲛ⳿ⲓ ⳿ⲙⲠ̇ϣⲏⲣⲓ ⳿ⲙⲪ̇ⲣⲱⲙⲓ.
Data	وَكُلُّ مَنْ يُنْكِرُنِي أَمَامَ النَّاسِ، أُنْكِرُهُ أَنَا أَيْضاً أَمَامَ أَبِي الَّذِي فِي السَّمَاوَاتِ.	ⲫⲏ ⲇⲉ ⲉⲑⲛⲁϫⲟⲗⲧ ⳿ⲉⲃⲟⲗ ⳿ⲙⲡⲉ⳿ⲙⲑⲟ ⳿ⲛⲛⲓⲣⲱⲙⲓ ϯⲛⲁϫⲟⲗϥ ⳿ⲉⲃⲟⲗ ϩⲱ ⳿ⲙⲡⲉ⳿ⲙⲑⲟ ⳿ⲙⲡⲁⲓⲱⲧ ⲉⲧϧⲉⲛ ⲛⲓⲫⲏⲟⲩ⳿ⲓ.
Data	وَسَتُحْمَلُ إِلَيْهَا كُنُوزُ الأُمَمِ وَأَمْجَادُهَا.	ⲉⲩ⳿ⲉ⳿ⲓ ⳿ⲛϫⲉ ⲛⲓⲉⲑⲛⲟⲥ ⲛⲉⲙ ⲡⲟⲩⲱⲟⲩ ⲛⲉⲙ ⲡⲟⲩⲧⲁⲓ⳿ⲟ ⳿ⲉϧⲟⲩⲛ ⳿ⲉⲣⲟⲥ.
Data	وَإِذْ كُنَّا نَحْنُ أَيْضاً أَمْوَاتاً بِالذُّنُوبِ، أَحْيَانَا مَعَ الْمَسِيحِ، إِنَّمَا بِالنِّعْمَةِ أَنْتُمْ مُخَلَّصُونَ،	ⲟⲩⲟϩ ⲉⲛⲙⲱⲟⲩⲧ ϧⲉⲛ ⲛⲉⲛⲡⲁⲣⲁ⳿ⲡⲧⲱⲙⲁ ⲁϥⲧⲁⲛϧⲟⲛ ϧⲉⲛ Ⲡⲭ̅ⲥ̅ ϧⲉⲛ ⲟⲩ⳿ϩⲙⲟⲧ ⲟⲩⲛ ⲁⲧⲉⲧⲉⲛⲛⲟϩⲉⲙ.
Data	﻿2 بطرس.	﻿⳰ⳘⲠⲈⲦⲢⲞⲤ Ⲃ ̅.
Data	فَأَلْتَمِسُ مِنْكَ لأَجْلِ وَلَدِي الَّذِي وَلَدْتُهُ وَأَنَا مُكَبَّلٌ بِالْقُيُودِ، أُونِسِيمُوسَ،	ϯϯϩⲟ ⲉⲣⲟⲕ ⲉⲑⲃⲉ ⲡⲁϣⲏⲣⲓ ⲫⲁⲓ ⲉⲧⲁⲓ⳿ϫⲫⲟϥ ϧⲉⲛ ⲛⲁ⳿ⲥⲛⲁⲩϩ ⲟⲛⲏⲥⲓⲙⲟⲥ.
Data	وَسَارَ مِنْ هُنَاكَ فَرَأَى أَخَوَيْنِ آخَرَيْنِ، هُمَا يَعْقُوبُ بْنُ زَبَدِي وَيُوحَنَّا أَخُوهُ، فِي الْقَارِبِ مَعَ أَبِيهِمَا يُصْلِحَانِ شِبَاكَهُمَا، فَدَعَاهُمَا لِيَتْبَعَاهُ.	ⲟⲩⲟϩ ⳿ⲉⲧⲁϥⲥⲓⲛⲓ ⳿ⲉ⳿ⲧϩⲏ ⳿ⲉⲃⲟⲗ ⳿ⲙⲙⲁⲩ ⲁϥⲛⲁⲩ ⳿ⲉⲕⲉⲥⲟⲛ ⲃ̅ Ⲓⲁⲕⲱⲃⲟⲥ ⳿ⲡϣⲏⲣⲓ ⳿ⲛⲌⲉⲃⲉⲇⲉⲟⲥ ⲛⲉⲙ Ⲓⲱⲁⲛⲛⲏⲥ ⲡⲉϥⲥⲟⲛ ⲉⲩϩⲓ ⲡⲓϫⲟⲓ ⲛⲉⲙ Ⲍⲉⲃⲉⲇⲉⲟⲥ ⲡⲟⲩⲓⲱⲧ ⲉⲩⲥⲟⲃϯ ⳿ⲛⲛⲟⲩ⳿ϣⲛⲏⲟⲩ ⲟⲩⲟϩ ⲁϥⲙⲟⲩϯ ⳿ⲉⲣⲱⲟⲩ.
Data	وَكَمَا عَلَّقَ مُوسَى الْحَيَّةَ فِي الْبَرِّيَّةِ، فَكَذلِكَ لاَ بُدَّ مِنْ أَنْ يُعَلَّقَ ابْنُ الإِنْسَانِ،	ⲟⲩⲟϩ ⳿ⲙ⳿ⲫⲣⲏϯ ⲉⲧⲁ ⲙⲱ⳿ⲩⲥⲏⲥ ϭⲉⲥ ⲡⲓϩⲟϥ ⳿ⲛ⳿ϩⲣⲏⲓ ϩⲓ ⳿ⲡϣⲁϥⲉ ⲡⲁⲓⲣⲏϯ ϩⲱϯ ⲡⲉ ⳿ⲛⲧⲟⲩϭⲉⲥ ⳿ⲡϣⲏⲣⲓ ⳿ⲙ⳿ⲫⲣⲱⲙⲓ.
Data	أَيُّهَا الأَغْبِيَاءُ، أَلَيْسَ الَّذِي صَنَعَ الْخَارِجَ قَدْ صَنَعَ الدَّاخِلَ أَيْضاً؟	ⲛⲓⲁⲧϩⲏⲧ ⲙⲏ ⲫⲏ ⲁⲛ ⲉⲧⲁϥⲑⲁⲙⲓ⳿ⲉ ⲥⲁⲃⲟⲗ ⳿ⲛⲑⲟϥ ⲟⲛ ⲁϥⲑⲁⲙⲓ⳿ⲉ ⲥⲁϧⲟⲩⲛ.
Data	أَطْلُبُ مِنْكَ فِي حَضْرَةِ اللهِ وَالْمَسِيحِ الَّذِي سَيَدِينُ الأَحْيَاءَ وَالأَمْوَاتَ، بِعَوْدَتِهِ الْعَلَنِيَّةِ وَمَلَكُوتِهِ،	ϯⲉⲣⲙⲉⲑⲣⲉ ⳿ⲙⲡⲉ⳿ⲙⲑⲟ ⳿ⲙⲫϯ ⲛⲉⲙ Ⲡⲭ̅ⲥ̅ Ⲓⲏ̅ⲥ̅ ⲫⲏⲉⲑⲛⲁϯϩⲁⲡ ⳿ⲉⲛⲏⲉⲧⲟⲛϧ ⲛⲉⲙ ⲛⲏⲉⲑⲙⲱⲟⲩⲧ ⲛⲉⲙ ⲡⲉϥⲟⲩⲟⲛϩ ⳿ⲉⲃⲟⲗ ⲛⲉⲙ ⲧⲉϥⲙⲉⲧⲟⲩⲣⲟ.
Data	وَمِنْ بَعِيدٍ كَانَتْ نِسَاءٌ كَثِيرَاتٌ يُرَاقِبْنَ مَا يَجْرِي، وَبَيْنَهُنَّ مَرْيَمُ الْمَجْدَلِيَّةُ وَمَرْيَمُ أُمُّ يَعْقُوبَ الصَّغِيرِ وَيُوسِى، وَسَالُومَةُ،	ⲛⲉ ⲟⲩⲟⲛ ϩⲁⲛⲕⲉϩⲓ⳿ⲟⲙⲓ ⲇⲉ ⲡⲉ ⲉⲩⲛⲁⲩ ϩⲓⲫⲟⲩⲉⲓ ⲛⲉ ⲉⲛⲁⲣⲉ Ⲙⲁⲣⲓ⳿ⲁ ⳿ⲛϧⲏⲧⲟⲩ ⲡⲉ ϯⲘⲁⲅⲇⲁⲗⲓⲛⲏ ⲛⲉⲙ Ⲙⲁⲣⲓ⳿ⲁ ⳿ⲛⲧⲉ Ⲓⲁⲕⲱⲃⲟⲥ ⲡⲓⲕⲟⲩϫⲓ ⲛⲉⲙ ⳿ⲑⲙⲁⲩ ⳿ⲛⲓⲱⲥⲏⲧⲟⲥ ⲛⲉⲙ ⲥⲁⲗⲱⲙⲏ.
Data	وَمَعَ ذَلِكَ فَالْوَصِيَّةُ الَّتِي أَكْتُبُهَا إِلَيْكُمْ، هِيَ جَدِيدَةٌ دَائِماً، وَتَتَّضِحُ حَقِيقَتُهَا فِي الْمَسِيحِ كَمَا تَتَّضِحُ فِيكُمْ أَنْتُمْ. ذَلِكَ لأَنَّ الظَّلاَمَ قَدْ بَدَأَ يَزُولُ مُنْذُ أَنْ أَشْرَقَ النُّورُ الْحَقِيقِيُّ الَّذِي مَازَالَ الآنَ مُشْرِقاً.	ⲡⲁⲗⲓⲛ ⲟⲩⲉⲛⲧⲟⲗⲏ ⳿ⲙⲃⲉⲣⲓ ⳿ⲉϯ⳿ⲥϧⲁⲓ ⳿ⲙⲙⲟⲥ ⲛⲱⲧⲉⲛ ⲑⲏ ⲉⲧⲉ ⲟⲩⲟⲛ ⲟⲩⲙⲉⲑⲙⲏⲓ ϣⲟⲡ ⳿ⲛϧⲏⲧⲥ ⲛⲉⲙ ϧⲉⲛ ⲑⲏⲛⲟⲩ ϫⲉ ⲡⲓⲭⲁⲕⲓ ⲛⲁⲥⲓⲛⲓ ⲡⲓⲟⲩⲱⲓⲛⲓ ⳿ⲛⲧⲁ⳿ⲫⲙⲏⲓ ϩⲏⲇⲏ ⳿ϥⲉⲣⲟⲩⲱⲓⲛⲓ.
Data	لأَنَّكُمْ فَخْرُنَا وَفَرَحُنَا.	⳿ⲛⲑⲱⲧⲉⲛ ⲅⲁⲣ ⲡⲉ ⲡⲉⲛⲱⲟⲩ ⲛⲉⲙ ⲡⲉⲛⲣⲁϣⲓ
Data	وَذَاتَ يَوْمٍ كُنَّا ذَاهِبِينَ إِلَى الصَّلاَةِ، فَالْتَقَتْ بِنَا خَادِمَةٌ يَسْكُنُهَا رُوحُ عِرَافَةٍ، كَانَتْ تُكْسِبُ سَادَتَهَا رِبْحاً كَثِيراً مِنْ عِرَافَتِهَا،	ⲁⲥϣⲱⲡⲓ ⲇⲉ ⲉⲛⲛⲁ ⳿ⲉϯⲡⲣⲟⲥⲉⲩⲭⲏ ⲁⲥ⳿ⲓ ⳿ⲉⲃⲟⲗ ⳿ⲉ⳿ϩⲣⲁⲛ ⳿ⲛϫⲉ ⲟⲩ⳿ⲁⲗⲟⲩ ⳿ⲙⲃⲱⲕⲓ ⳿ⲉⲟⲩⲟⲛ ⲟⲩⲡ͞ⲛⲁ̅ ⳿ⲛⲣⲉϥϣⲓⲛⲓ ⲛⲉⲙⲁⲥ ⲑⲁⲓ ⳿ⲉⲛⲁⲥϯ ⳿ⲛⲟⲩⲙⲏϣ ⳿ⲛⲉⲣⲅⲁⲥⲓⲁ ⳿ⲛⲛⲉⲥϭⲓⲥⲉⲩ ⲉⲥⲟⲓ ⳿ⲛⲣⲉϥϣⲓⲛⲓ ..
